xflr5 v6.57

Plane name :        R23_LR315_216in_AR_12,01
Polar name :        R23_LR315_216in_AR_12,01-12.0 m/s-VLM2
Freestream speed :  12.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000   0.124374   0.000476   0.129582   0.130058   0.000000   0.000000  -0.351497   0.000000   0.000000   12.0000     1.3987
   -9.000     0.000   0.216660   0.001308   0.119893   0.121201   0.000000   0.000000  -0.388136   0.000000   0.000000   12.0000     0.8778
   -8.000     0.000   0.308914   0.002594   0.103196   0.105790   0.000000   0.000000  -0.425101   0.000000   0.000000   12.0000     0.6679
   -7.000     0.000   0.401085   0.004335   0.081614   0.085949   0.000000   0.000000  -0.462178   0.000000   0.000000   12.0000     0.5546
   -6.000     0.000   0.493120   0.006531   0.061499   0.068029   0.000000   0.000000  -0.498986   0.000000   0.000000   12.0000     0.4836
   -5.000     0.000   0.584967   0.009178   0.049387   0.058565   0.000000   0.000000  -0.535272   0.000000   0.000000   12.0000     0.4349
   -4.000     0.000   0.676576   0.012275   0.039990   0.052265   0.000000   0.000000  -0.571259   0.000000   0.000000   12.0000     0.3995
   -3.000     0.000   0.767893   0.015816   0.030082   0.045898   0.000000   0.000000  -0.607023   0.000000   0.000000   12.0000     0.3726
   -2.000     0.000   0.858869   0.019795   0.023319   0.043115   0.000000   0.000000  -0.642486   0.000000   0.000000   12.0000     0.3514
   -1.000     0.000   0.949453   0.024205   0.018999   0.043204   0.000000   0.000000  -0.677658   0.000000   0.000000   12.0000     0.3343
    0.000     0.000   1.039593   0.029037   0.017499   0.046535   0.000000   0.000000  -0.712540   0.000000   0.000000   12.0000     0.3203
    1.000     0.000   1.129241   0.034280   0.016790   0.051070   0.000000   0.000000  -0.747137  -0.000000   0.000000   12.0000     0.3085
    2.000     0.000   1.218347   0.039923   0.017082   0.057005   0.000000   0.000000  -0.781428   0.000000   0.000000   12.0000     0.2985
    3.000     0.000   1.306864   0.045955   0.017112   0.063067   0.000000   0.000000  -0.815366   0.000000   0.000000   12.0000     0.2899
    4.000     0.000   1.394743   0.052360   0.017347   0.069707   0.000000   0.000000  -0.848919   0.000000   0.000000   12.0000     0.2825
    5.000     0.000   1.481937   0.059124   0.017613   0.076737   0.000000   0.000000  -0.882046   0.000000   0.000000   12.0000     0.2759
    6.000     0.000   1.568401   0.066231   0.017891   0.084122   0.000000   0.000000  -0.914705   0.000000   0.000000   12.0000     0.2702
    7.000     0.000   1.654091   0.073663   0.018060   0.091723   0.000000   0.000000  -0.946852   0.000000   0.000000   12.0000     0.2651
    8.000     0.000   1.738962   0.081403   0.018557   0.099960   0.000000   0.000000  -0.978467  -0.000000   0.000000   12.0000     0.2605
    9.000     0.000   1.822971   0.089430   0.019153   0.108583   0.000000   0.000000  -1.009506  -0.000000   0.000000   12.0000     0.2564
   10.000     0.000   1.906077   0.097725   0.019828   0.117554   0.000000   0.000000  -1.039932  -0.000000   0.000000   12.0000     0.2528
   11.000     0.000   1.988240   0.106267   0.020577   0.126844   0.000000   0.000000  -1.069709  -0.000000   0.000000   12.0000     0.2494
   12.000     0.000   2.069421   0.115033   0.021418   0.136452   0.000000   0.000000  -1.098803  -0.000000   0.000000   12.0000     0.2464
   13.000     0.000   2.149582   0.124001   0.022403   0.146404   0.000000   0.000000  -1.127185  -0.000000   0.000000   12.0000     0.2437
   14.000     0.000   2.228687   0.133148   0.023618   0.156765   0.000000   0.000000  -1.154829  -0.000000   0.000000   12.0000     0.2412
   15.000     0.000   2.306701   0.142448   0.025725   0.168173   0.000000   0.000000  -1.181758  -0.000000   0.000000   12.0000     0.2389


