xflr5 v6.57

Plane name :        R23_LR315_192in_AR_10,06
Polar name :        R23_LR315_192in_AR_10,06_TX-12.0 m/s-VLM2
Freestream speed :  12.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000   0.125042   0.000565   0.129551   0.130116   0.000000   0.000000  -0.350841   0.000000   0.000000   12.0000     1.4714
   -9.750     0.000   0.147296   0.000756   0.127611   0.128368   0.000000   0.000000  -0.359564   0.000000   0.000000   12.0000     1.2769
   -9.500     0.000   0.169550   0.000979   0.125648   0.126627   0.000000   0.000000  -0.368288   0.000000   0.000000   12.0000     1.1334
   -9.250     0.000   0.191804   0.001233   0.123368   0.124601   0.000000   0.000000  -0.377025   0.000000   0.000000   12.0000     1.0232
   -9.000     0.000   0.214057   0.001518   0.120361   0.121879   0.000000   0.000000  -0.385798   0.000000   0.000000   12.0000     0.9359
   -8.750     0.000   0.236308   0.001835   0.116815   0.118650   0.000000   0.000000  -0.394598   0.000000   0.000000   12.0000     0.8651
   -8.500     0.000   0.258556   0.002183   0.113127   0.115310   0.000000   0.000000  -0.403405   0.000000   0.000000   12.0000     0.8064
   -8.250     0.000   0.280802   0.002563   0.109147   0.111710   0.000000   0.000000  -0.412219   0.000000   0.000000   12.0000     0.7570
   -8.000     0.000   0.303042   0.002974   0.104495   0.107469   0.000000   0.000000  -0.421056   0.000000   0.000000   12.0000     0.7149
   -7.750     0.000   0.325278   0.003417   0.099022   0.102439   0.000000   0.000000  -0.429933   0.000000   0.000000   12.0000     0.6785
   -7.500     0.000   0.347508   0.003891   0.093724   0.097615   0.000000   0.000000  -0.438787   0.000000   0.000000   12.0000     0.6468
   -7.250     0.000   0.369731   0.004397   0.088436   0.092833   0.000000   0.000000  -0.447629   0.000000   0.000000   12.0000     0.6189
   -7.000     0.000   0.391946   0.004934   0.084043   0.088977   0.000000   0.000000  -0.456421   0.000000   0.000000   12.0000     0.5941
   -6.750     0.000   0.414153   0.005503   0.077986   0.083489   0.000000   0.000000  -0.465256   0.000000   0.000000   12.0000     0.5720
   -6.500     0.000   0.436351   0.006103   0.072549   0.078651   0.000000   0.000000  -0.474065   0.000000   0.000000   12.0000     0.5522
   -6.250     0.000   0.458538   0.006734   0.067359   0.074094   0.000000   0.000000  -0.482840   0.000000   0.000000   12.0000     0.5343
   -6.000     0.000   0.480715   0.007397   0.063189   0.070586   0.000000   0.000000  -0.491570   0.000000   0.000000   12.0000     0.5180
   -5.750     0.000   0.502880   0.008091   0.059864   0.067955   0.000000   0.000000  -0.500257   0.000000   0.000000   12.0000     0.5032
   -5.500     0.000   0.525032   0.008817   0.056427   0.065244   0.000000   0.000000  -0.508929   0.000000   0.000000   12.0000     0.4896
   -5.250     0.000   0.547170   0.009573   0.052894   0.062467   0.000000   0.000000  -0.517589   0.000000   0.000000   12.0000     0.4772
   -5.000     0.000   0.569295   0.010361   0.050891   0.061252   0.000000   0.000000  -0.526186   0.000000   0.000000   12.0000     0.4657
   -4.750     0.000   0.591404   0.011180   0.048452   0.059632   0.000000   0.000000  -0.534786   0.000000   0.000000   12.0000     0.4550
   -4.500     0.000   0.613497   0.012030   0.045912   0.057942   0.000000   0.000000  -0.543376   0.000000   0.000000   12.0000     0.4452
   -4.250     0.000   0.635574   0.012910   0.043573   0.056483   0.000000   0.000000  -0.551943   0.000000   0.000000   12.0000     0.4360
   -4.000     0.000   0.657632   0.013822   0.041477   0.055300   0.000000   0.000000  -0.560492   0.000000   0.000000   12.0000     0.4274
   -3.750     0.000   0.679673   0.014764   0.039619   0.054383   0.000000   0.000000  -0.569024   0.000000   0.000000   12.0000     0.4194
   -3.500     0.000   0.701694   0.015737   0.037682   0.053420   0.000000   0.000000  -0.577541   0.000000   0.000000   12.0000     0.4120
   -3.250     0.000   0.723695   0.016741   0.035225   0.051966   0.000000   0.000000  -0.586054   0.000000   0.000000   12.0000     0.4049
   -3.000     0.000   0.745675   0.017775   0.032669   0.050444   0.000000   0.000000  -0.594554   0.000000   0.000000   12.0000     0.3983
   -2.750     0.000   0.767633   0.018839   0.029956   0.048795   0.000000   0.000000  -0.603039   0.000000   0.000000   12.0000     0.3921
   -2.500     0.000   0.789569   0.019934   0.027392   0.047325   0.000000   0.000000  -0.611505   0.000000   0.000000   12.0000     0.3862
   -2.250     0.000   0.811481   0.021058   0.025694   0.046753   0.000000   0.000000  -0.619941   0.000000   0.000000   12.0000     0.3806
   -2.000     0.000   0.833370   0.022213   0.024555   0.046768   0.000000   0.000000  -0.628353   0.000000   0.000000   12.0000     0.3754
   -1.750     0.000   0.855233   0.023397   0.023350   0.046746   0.000000   0.000000  -0.636751   0.000000   0.000000   12.0000     0.3704
   -1.500     0.000   0.877070   0.024611   0.022247   0.046858   0.000000   0.000000  -0.645131   0.000000   0.000000   12.0000     0.3657
   -1.250     0.000   0.898881   0.025854   0.020904   0.046758   0.000000   0.000000  -0.653497   0.000000   0.000000   12.0000     0.3612
   -1.000     0.000   0.920665   0.027127   0.020001   0.047128   0.000000   0.000000  -0.661843   0.000000   0.000000   12.0000     0.3569
   -0.750     0.000   0.942420   0.028429   0.019243   0.047672   0.000000   0.000000  -0.670170   0.000000   0.000000   12.0000     0.3528
   -0.500     0.000   0.964146   0.029760   0.018716   0.048476   0.000000   0.000000  -0.678478   0.000000   0.000000   12.0000     0.3489
   -0.250     0.000   0.985842   0.031119   0.018366   0.049485   0.000000   0.000000  -0.686769   0.000000   0.000000   12.0000     0.3452
    0.000     0.000   1.007508   0.032508   0.018102   0.050610   0.000000   0.000000  -0.695042   0.000000   0.000000   12.0000     0.3416
    0.250     0.000   1.029142   0.033925   0.017848   0.051773   0.000000   0.000000  -0.703298  -0.000000   0.000000   12.0000     0.3382
    0.500     0.000   1.050744   0.035370   0.017556   0.052926   0.000000   0.000000  -0.711536   0.000000   0.000000   12.0000     0.3350
    0.750     0.000   1.072313   0.036843   0.017339   0.054183   0.000000   0.000000  -0.719756   0.000000   0.000000   12.0000     0.3318
    1.000     0.000   1.093848   0.038344   0.017155   0.055500   0.000000   0.000000  -0.727956  -0.000000   0.000000   12.0000     0.3289
    1.250     0.000   1.115349   0.039873   0.017050   0.056923   0.000000   0.000000  -0.736138  -0.000000   0.000000   12.0000     0.3260
    1.500     0.000   1.136814   0.041430   0.016860   0.058289   0.000000   0.000000  -0.744299  -0.000000   0.000000   12.0000     0.3232
    1.750     0.000   1.158244   0.043013   0.016713   0.059726   0.000000   0.000000  -0.752439   0.000000   0.000000   12.0000     0.3206
    2.000     0.000   1.179636   0.044624   0.016942   0.061566   0.000000   0.000000  -0.760564  -0.000000   0.000000   12.0000     0.3180
    2.250     0.000   1.200991   0.046261   0.017179   0.063441   0.000000   0.000000  -0.768668   0.000000   0.000000   12.0000     0.3155
    2.500     0.000   1.222307   0.047925   0.017126   0.065052   0.000000   0.000000  -0.776746   0.000000   0.000000   12.0000     0.3132
    2.750     0.000   1.243584   0.049616   0.017108   0.066723   0.000000   0.000000  -0.784801   0.000000   0.000000   12.0000     0.3109
    3.000     0.000   1.264821   0.051332   0.017109   0.068441   0.000000   0.000000  -0.792834   0.000000   0.000000   12.0000     0.3087
    3.250     0.000   1.286017   0.053074   0.017126   0.070201   0.000000   0.000000  -0.800843   0.000000   0.000000   12.0000     0.3066
    3.500     0.000   1.307172   0.054842   0.017162   0.072005   0.000000   0.000000  -0.808828   0.000000   0.000000   12.0000     0.3045
    3.750     0.000   1.328284   0.056635   0.017189   0.073825   0.000000   0.000000  -0.816788   0.000000   0.000000   12.0000     0.3025
    4.000     0.000   1.349354   0.058454   0.017239   0.075693   0.000000   0.000000  -0.824723   0.000000   0.000000   12.0000     0.3006
    4.250     0.000   1.370380   0.060297   0.017299   0.077596   0.000000   0.000000  -0.832633   0.000000   0.000000   12.0000     0.2987
