xflr5 v6.57

Plane name :        R23_LR315_216in_AR_12,01
Polar name :        R23_LR315_216in_AR_12,01_TX-12.0 m/s-VLM2
Freestream speed :  12.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000   0.124374   0.000476   0.129584   0.130060   0.000000   0.000000  -0.351494   0.000000   0.000000   12.0000     1.3987
   -9.750     0.000   0.147445   0.000641   0.127490   0.128132   0.000000   0.000000  -0.360638   0.000000   0.000000   12.0000     1.2073
   -9.500     0.000   0.170517   0.000835   0.125517   0.126352   0.000000   0.000000  -0.369777   0.000000   0.000000   12.0000     1.0678
   -9.250     0.000   0.193589   0.001057   0.123052   0.124109   0.000000   0.000000  -0.378939   0.000000   0.000000   12.0000     0.9615
   -9.000     0.000   0.216660   0.001308   0.120024   0.121331   0.000000   0.000000  -0.388130   0.000000   0.000000   12.0000     0.8778
   -8.750     0.000   0.239728   0.001587   0.116660   0.118247   0.000000   0.000000  -0.397338   0.000000   0.000000   12.0000     0.8102
   -8.500     0.000   0.262794   0.001894   0.113238   0.115132   0.000000   0.000000  -0.406548   0.000000   0.000000   12.0000     0.7544
   -8.250     0.000   0.285856   0.002230   0.108410   0.110639   0.000000   0.000000  -0.415822   0.000000   0.000000   12.0000     0.7077
   -8.000     0.000   0.308914   0.002594   0.103627   0.106221   0.000000   0.000000  -0.425080   0.000000   0.000000   12.0000     0.6679
   -7.750     0.000   0.331967   0.002987   0.098338   0.101325   0.000000   0.000000  -0.434362   0.000000   0.000000   12.0000     0.6337
   -7.500     0.000   0.355013   0.003408   0.092951   0.096358   0.000000   0.000000  -0.443641   0.000000   0.000000   12.0000     0.6039
   -7.250     0.000   0.378053   0.003857   0.087760   0.091617   0.000000   0.000000  -0.452898   0.000000   0.000000   12.0000     0.5777
   -7.000     0.000   0.401085   0.004335   0.082788   0.087123   0.000000   0.000000  -0.462130   0.000000   0.000000   12.0000     0.5546
   -6.750     0.000   0.424108   0.004841   0.076328   0.081170   0.000000   0.000000  -0.471408   0.000000   0.000000   12.0000     0.5339
   -6.500     0.000   0.447122   0.005376   0.071184   0.076560   0.000000   0.000000  -0.480617   0.000000   0.000000   12.0000     0.5154
   -6.250     0.000   0.470127   0.005939   0.066616   0.072555   0.000000   0.000000  -0.489796   0.000000   0.000000   12.0000     0.4987
