xflr5 v6.57

Plane name :        R23_LR315_216in_AR_12,01
Polar name :        T1-12.0 m/s-VLM2
Freestream speed :  12.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -5.000     0.000   0.584982   0.009175   0.049399   0.058574   0.000000   0.000000  -0.535333   0.000000   0.000000   12.0000     0.4347
   -4.500     0.000   0.630822   0.010667   0.044242   0.054909   0.000000   0.000000  -0.553370   0.000000   0.000000   12.0000     0.4157
   -4.000     0.000   0.676595   0.012271   0.039992   0.052263   0.000000   0.000000  -0.571331   0.000000   0.000000   12.0000     0.3993
   -3.500     0.000   0.722295   0.013986   0.035471   0.049457   0.000000   0.000000  -0.589240   0.000000   0.000000   12.0000     0.3850
   -3.000     0.000   0.767917   0.015811   0.030081   0.045892   0.000000   0.000000  -0.607106   0.000000   0.000000   12.0000     0.3724
   -2.500     0.000   0.813453   0.017746   0.025876   0.043622   0.000000   0.000000  -0.624887   0.000000   0.000000   12.0000     0.3612
   -2.000     0.000   0.858897   0.019789   0.023348   0.043137   0.000000   0.000000  -0.642579   0.000000   0.000000   12.0000     0.3512
   -1.500     0.000   0.904243   0.021940   0.020395   0.042335   0.000000   0.000000  -0.660212   0.000000   0.000000   12.0000     0.3423
   -1.000     0.000   0.949484   0.024197   0.019002   0.043199   0.000000   0.000000  -0.677763   0.000000   0.000000   12.0000     0.3342
   -0.500     0.000   0.994615   0.026560   0.018161   0.044721   0.000000   0.000000  -0.695243   0.000000   0.000000   12.0000     0.3268
    0.000     0.000   1.039629   0.029028   0.017502   0.046530   0.000000   0.000000  -0.712655   0.000000   0.000000   12.0000     0.3201
    0.500     0.000   1.084520   0.031598   0.017152   0.048750   0.000000   0.000000  -0.729996  -0.000000   0.000000   12.0000     0.3140
    1.000     0.000   1.129282   0.034269   0.016793   0.051062   0.000000   0.000000  -0.747262  -0.000000   0.000000   12.0000     0.3084
    1.500     0.000   1.173908   0.037041   0.016881   0.053922   0.000000   0.000000  -0.764453  -0.000000   0.000000   12.0000     0.3032
    2.000     0.000   1.218392   0.039911   0.017086   0.056997   0.000000   0.000000  -0.781564   0.000000   0.000000   12.0000     0.2984
    2.500     0.000   1.262729   0.042879   0.017055   0.059934   0.000000   0.000000  -0.798584   0.000000   0.000000   12.0000     0.2939
    3.000     0.000   1.306913   0.045941   0.017116   0.063058   0.000000   0.000000  -0.815513   0.000000   0.000000   12.0000     0.2898
    3.500     0.000   1.350937   0.049097   0.017215   0.066312   0.000000   0.000000  -0.832345   0.000000   0.000000   12.0000     0.2859
    4.000     0.000   1.394796   0.052345   0.017351   0.069695   0.000000   0.000000  -0.849076   0.000000   0.000000   12.0000     0.2823
    4.500     0.000   1.438484   0.055682   0.017486   0.073168   0.000000   0.000000  -0.865701   0.000000   0.000000   12.0000     0.2790
    5.000     0.000   1.481995   0.059107   0.017617   0.076724   0.000000   0.000000  -0.882213   0.000000   0.000000   12.0000     0.2758
    5.500     0.000   1.525324   0.062618   0.017766   0.080383   0.000000   0.000000  -0.898609  -0.000000   0.000000   12.0000     0.2729
    6.000     0.000   1.568464   0.066212   0.017895   0.084107   0.000000   0.000000  -0.914882   0.000000   0.000000   12.0000     0.2701
    6.500     0.000   1.611411   0.069887   0.017970   0.087857   0.000000   0.000000  -0.931026   0.000000   0.000000   12.0000     0.2675
    7.000     0.000   1.654158   0.073642   0.018065   0.091707   0.000000   0.000000  -0.947040   0.000000   0.000000   12.0000     0.2650
    7.500     0.000   1.696701   0.077474   0.018286   0.095760   0.000000   0.000000  -0.962921  -0.000000   0.000000   12.0000     0.2626
    8.000     0.000   1.739034   0.081379   0.018562   0.099941   0.000000   0.000000  -0.978664  -0.000000   0.000000   12.0000     0.2604
    8.500     0.000   1.781151   0.085357   0.018847   0.104204   0.000000   0.000000  -0.994262  -0.000000   0.000000   12.0000     0.2583
    9.000     0.000   1.823048   0.089405   0.019158   0.108563   0.000000   0.000000  -1.009712  -0.000000   0.000000   12.0000     0.2564
    9.500     0.000   1.864719   0.093519   0.019494   0.113013   0.000000   0.000000  -1.025009  -0.000000   0.000000   12.0000     0.2545
   10.000     0.000   1.906159   0.097697   0.019833   0.117531   0.000000   0.000000  -1.040148  -0.000000   0.000000   12.0000     0.2527
   10.500     0.000   1.947363   0.101938   0.020196   0.122134   0.000000   0.000000  -1.055124  -0.000000   0.000000   12.0000     0.2510
   11.000     0.000   1.988327   0.106237   0.020583   0.126819   0.000000   0.000000  -1.069934  -0.000000   0.000000   12.0000     0.2494
   11.500     0.000   2.029045   0.110592   0.020978   0.131570   0.000000   0.000000  -1.084572  -0.000000   0.000000   12.0000     0.2478
   12.000     0.000   2.069513   0.115000   0.021425   0.136425   0.000000   0.000000  -1.099037  -0.000000   0.000000   12.0000     0.2463
   12.500     0.000   2.109726   0.119459   0.021879   0.141339   0.000000   0.000000  -1.113323  -0.000000   0.000000   12.0000     0.2449
   13.000     0.000   2.149679   0.123966   0.022410   0.146376   0.000000   0.000000  -1.127428  -0.000000   0.000000   12.0000     0.2436
   13.500     0.000   2.189368   0.128517   0.022969   0.151486   0.000000   0.000000  -1.141347  -0.000000   0.000000   12.0000     0.2423
   14.000     0.000   2.228789   0.133110   0.023625   0.156735   0.000000   0.000000  -1.155081  -0.000000   0.000000   12.0000     0.2411
   14.500     0.000   2.267937   0.137741   0.024434   0.162176   0.000000   0.000000  -1.168631  -0.000000   0.000000   12.0000     0.2399
   15.000     0.000   2.306808   0.142408   0.025751   0.168160   0.000000   0.000000  -1.182020  -0.000000   0.000000   12.0000     0.2388


